,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,action_1,action_2,action_3,action_4,action_5,max_value,max_action
0,6.5483823,6.784972,6.87583,6.950936,6.420426,3.4211583,3.5211234,3.4265447,3.5248184,3.348639,8.895102,8.008178,8.813137,8.104724,7.8953986,18.8646426,18.314273399999998,19.1155117,18.580478399999997,17.664463599999998,19.1155117,3
1,6.868427,6.904349,6.871968,7.081574,6.590051,3.53445,3.5933566,3.4741402,3.5884318,3.4368978,8.980737,8.0121565,8.810812,8.143885,7.930503,19.383614,18.5098621,19.156920200000002,18.8138908,17.9574518,19.383614,1
2,6.8558917,6.9680266,6.848965,7.018452,6.5687604,3.52615,3.6576228,3.4881792,3.5710976,3.4418638,8.923347,8.054798,8.786055,8.091381,7.8868623,19.3053887,18.6804474,19.1231992,18.6809306,17.8974865,19.3053887,1
3,6.862824,6.9588137,6.811712,7.00648,6.570072,3.5177708,3.6555977,3.4855738,3.575735,3.4465125,8.893878,8.032447,8.748787,8.086602,7.854319,19.2744728,18.6468584,19.0460728,18.668816999999997,17.8709035,19.2744728,1
4,6.828589,6.903546,6.764699,7.012228,6.560784,3.4918084,3.6181405,3.4701738,3.5827627,3.441792,8.831797,7.9469914,8.694245,8.090891,7.8126965,19.1521944,18.468677900000003,18.9291178,18.6858817,17.8152725,19.1521944,1
5,6.807326,6.909741,6.744581,7.010952,6.5705223,3.480721,3.6365604,3.4755344,3.58626,3.4496086,8.819126,7.958284,8.691108,8.116603,7.830422,19.107173,18.5045854,18.9112234,18.713814999999997,17.8505529,19.107173,1
6,6.781514,6.9316688,6.7367487,7.0102916,6.582343,3.479288,3.6716,3.487381,3.5979006,3.4603786,8.816578,7.9875684,8.700949,8.134886,7.8339787,19.077379999999998,18.5908372,18.9250787,18.7430782,17.8767003,19.077379999999998,1
7,6.7664857,6.944605,6.729982,7.0002904,6.6151185,3.4857087,3.7013113,3.498519,3.6039755,3.482872,8.82513,8.005371,8.703091,8.130509,7.84014,19.077324400000002,18.6512873,18.931592000000002,18.734774899999998,17.9381305,19.077324400000002,1
8,6.739556,6.9222093,6.7209992,6.9899,6.643965,3.4804907,3.7010057,3.5025878,3.605035,3.5025432,8.794249,7.963347,8.680405,8.106079,7.8354945,19.0142957,18.586562,18.903992000000002,18.701014,17.9820027,19.0142957,1
9,6.7224436,6.90513,6.719826,6.9694905,6.697624,3.4922304,3.720045,3.5216537,3.6084516,3.5455647,8.803958,7.9403586,8.6889105,8.104078,7.87962,19.018632,18.5655336,18.930390199999998,18.6820201,18.1228087,19.018632,1
10,6.697532,6.8717237,6.72312,6.9823008,6.7131314,3.4899616,3.7285972,3.5360756,3.6308842,3.5626132,8.792856,7.915529,8.705827,8.140703,7.895864,18.9803496,18.5158499,18.965022599999998,18.753888,18.1716086,18.9803496,1
11,6.6701646,6.8359694,6.724745,6.990229,6.714456,3.4843936,3.7324011,3.5463858,3.6482387,3.5702305,8.779892,7.8890796,8.721226,8.168632,7.9017653,18.9344502,18.4574501,18.9923568,18.807099700000002,18.1864518,18.9923568,3
12,6.63934,6.796152,6.7205863,6.9890766,6.6938148,3.4776082,3.7292213,3.5522866,3.6615105,3.565831,8.771264,7.865953,8.736204,8.192764,7.896171,18.888212199999998,18.3913263,19.0090769,18.8433511,18.1558168,19.0090769,3
13,6.589901,6.7615366,6.7078924,6.985382,6.6584425,3.4721115,3.7417116,3.5632,3.6866689,3.5531702,8.762391,7.8570485,8.76031,8.251517,7.894061,18.8244035,18.3602967,19.0314024,18.923567900000002,18.1056737,19.0314024,3
14,6.5688396,6.76259,6.713619,7.0089865,6.6377816,3.4649305,3.7564213,3.570496,3.7109857,3.542344,8.742462,7.8673673,8.773133,8.290359,7.878181,18.7762321,18.3863786,19.057248,19.010331200000003,18.0583066,19.057248,3
15,6.546834,6.75688,6.7122083,7.020507,6.6094103,3.4558396,3.7646613,3.5719657,3.7262921,3.5259814,8.719432,7.867745,8.775146,8.312295,7.8510356,18.7221056,18.3892863,19.05932,19.059094100000003,17.9864273,19.05932,3
16,6.5421634,6.7638364,6.717084,7.0408506,6.5963044,3.4554317,3.777506,3.5773816,3.743768,3.5171218,8.70848,7.876636,8.779991,8.335771,7.833989,18.7060751,18.4179784,19.074456599999998,19.1203896,17.9474152,19.1203896,4
17,6.558819,6.791826,6.7325964,7.0786753,6.6089354,3.467114,3.801337,3.5908313,3.7684882,3.5235555,8.717003,7.9053636,8.794924,8.370887,7.84069,18.742936,18.4985266,19.118351699999998,19.2180505,17.973180900000003,19.2180505,4
18,6.576598,6.8240786,6.7462525,7.1137013,6.6265407,3.4797487,3.8266788,3.603714,3.7905495,3.5331638,8.727111,7.9373336,8.807882,8.401645,7.8528996,18.7834577,18.588091,19.1578485,19.305895800000002,18.0126041,19.305895800000002,4
19,6.5799394,6.834516,6.7442513,7.1312003,6.6240554,3.4791782,3.8323717,3.602653,3.7965894,3.5281053,8.71663,7.944102,8.80132,8.411055,7.8444524,18.775747600000003,18.6109897,19.148224300000003,19.3388447,17.996613099999998,19.3388447,4
20,6.588144,6.852058,6.753,7.149953,6.6323915,3.4810987,3.8401139,3.6069841,3.8012035,3.5284998,8.706542,7.9551835,8.8023615,8.41764,7.843685,18.775784700000003,18.647355400000002,19.162345600000002,19.368796500000002,18.0045763,19.368796500000002,4
21,6.6006875,6.874331,6.765094,7.171924,6.6462016,3.486337,3.8508582,3.6140018,3.8087506,3.5329208,8.700293,7.9713044,8.8056,8.429514,7.8484035,18.7873175,18.6964936,19.1846958,19.410188599999998,18.0275259,19.410188599999998,4
22,6.6186514,6.9028697,6.777654,7.1979933,6.665734,3.4959195,3.8655772,3.6225805,3.8202252,3.5423412,8.700306,7.99554,8.809846,8.450475,7.859461,18.8148769,18.7639869,19.2100805,19.4686935,18.0675362,19.4686935,4
23,6.642161,6.934974,6.787447,7.229042,6.68505,3.508392,3.8834462,3.630425,3.8368778,3.5527942,8.708795,8.0220375,8.81012,8.475688,7.872616,18.859348,18.8404577,19.227992,19.5416078,18.110460200000002,19.5416078,4
24,6.6106634,6.9116583,6.7462454,7.202324,6.6399393,3.4889808,3.8673837,3.6071296,3.8196187,3.5256686,8.646616,7.9784923,8.745205,8.4214945,7.8053813,18.746260200000002,18.7575343,19.09858,19.443437199999998,17.970989199999998,19.443437199999998,4
25,6.6064076,6.882763,6.730867,7.189644,6.6258903,3.4716523,3.8361337,3.5891337,3.7968738,3.50752,8.607573,7.9277186,8.707152,8.361392,7.7598906,18.6856329,18.6466153,19.027152700000002,19.347909800000004,17.8933009,19.347909800000004,4
26,6.6077538,6.864088,6.715062,7.171502,6.619606,3.462775,3.8164124,3.5751534,3.7765365,3.4973233,8.582054,7.889789,8.671952,8.305195,7.7260675,18.652582799999998,18.5702894,18.9621674,19.2532335,17.8429968,19.2532335,4
27,6.6120625,6.85533,6.7046604,7.16135,6.6168303,3.4567068,3.8032851,3.5648618,3.7617817,3.48989,8.5575075,7.8638396,8.641721,8.260131,7.696523,18.6262768,18.5224547,18.9112432,19.1832627,17.8032433,19.1832627,4
