,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,action_1,action_2,action_3,action_4,action_5,max_value,max_action
0,3.295239,3.3713415,3.4547424,3.454649,3.1990745,8.723357,8.980091,8.710373,9.2798815,8.796795,6.3528423,5.9621744,6.5142965,6.1583643,6.0020084,18.3714383,18.3136069,18.6794119,18.8928948,17.9978779,18.8928948,4
1,3.4386308,3.3930204,3.5321805,3.5220828,3.2658448,9.427006,9.402786,9.414406,9.735663,9.400544,6.555372,5.907739,6.6746497,6.260767,5.9852324,19.421008800000003,18.7035454,19.6212362,19.5185128,18.6516212,19.6212362,3
2,3.4894981,3.37192,3.5341086,3.4658659,3.259529,9.722369,9.498635,9.660849,9.711266,9.5757265,6.663292,5.827182,6.7145977,6.171688,5.914418,19.8751591,18.697737,19.9095553,19.3488199,18.7496735,19.9095553,3
3,3.4854782,3.34267,3.5239058,3.438674,3.2814274,9.75765,9.447601,9.70484,9.670421,9.654126,6.7152963,5.819613,6.751909,6.1624575,5.975428,19.9584245,18.609884,19.9806548,19.2715525,18.9109814,19.9806548,3
4,3.4614458,3.3009794,3.5078623,3.3979182,3.293154,9.759456,9.385014,9.734126,9.604976,9.726703,6.7311907,5.788351,6.777866,6.1405234,6.0245934,19.9520925,18.4743444,20.0198543,19.1434176,19.0444504,20.0198543,3
5,3.423896,3.2473867,3.4834619,3.347498,3.291766,9.729262,9.304167,9.747298,9.522413,9.774022,6.7206497,5.739917,6.79035,6.106243,6.054472,19.8738077,18.291470699999998,20.0211099,18.976154,19.120260000000002,20.0211099,3
6,3.3737803,3.1908114,3.4504066,3.2972646,3.2796142,9.659405,9.22537,9.731199,9.442969,9.787913,6.6782618,5.6858473,6.779454,6.06739,6.0651474,19.7114471,18.102028699999998,19.961059600000002,18.8076236,19.1326746,19.961059600000002,3
7,3.3658323,3.1854482,3.4382586,3.2860432,3.294736,9.664425,9.239333,9.726934,9.445654,9.829343,6.6686993,5.682169,6.762135,6.057233,6.0824714,19.6989566,18.1069502,19.9273276,18.7889302,19.2065504,19.9273276,3
8,3.3782716,3.2009141,3.4404593,3.3053555,3.3352215,9.705805,9.293281,9.738042,9.514257,9.909346,6.6748476,5.6957493,6.7538924,6.083783,6.1266365,19.7589242,18.1899444,19.9323937,18.903395500000002,19.371204,19.9323937,3
9,3.390653,3.2144065,3.4424942,3.3235795,3.372316,9.742015,9.340173,9.74554,9.576311,9.978898,6.6812563,5.7121162,6.745563,6.1079516,6.1672964,19.8139243,18.2666957,19.9335972,19.0078421,19.518510399999997,19.9335972,3
10,3.404906,3.230426,3.4463964,3.3399856,3.4101741,9.780767,9.393663,9.756823,9.634959,10.051165,6.691323,5.7385354,6.741506,6.131173,6.2123523,19.876996000000002,18.3626244,19.9447254,19.1061176,19.6736914,19.9447254,3
11,3.4255128,3.2545621,3.4533362,3.3639345,3.455108,9.837671,9.468478,9.781753,9.71274,10.140464,6.7097106,5.772851,6.737856,6.161166,6.2616253,19.9728944,18.495891099999998,19.9729452,19.237840499999997,19.857197300000003,19.9729452,3
12,3.4092832,3.2590816,3.4148781,3.3550298,3.4638646,9.78854,9.472945,9.689181,9.687924,10.113592,6.647904,5.739026,6.6411295,6.1117563,6.2240057,19.8457272,18.4710526,19.7451886,19.154710100000003,19.8014623,19.8457272,1
13,3.3743708,3.2379193,3.358034,3.334433,3.4527984,9.673671,9.398464,9.534495,9.614208,10.027338,6.543439,5.6578774,6.504776,6.036216,6.1475353,19.5914808,18.294260700000002,19.397305,18.984856999999998,19.6276717,19.6276717,5
14,3.3426924,3.217664,3.3054552,3.3162088,3.4445295,9.565311,9.324531,9.389377,9.543289,9.948956,6.446168,5.580665,6.37725,5.965057,6.0775533,19.3541714,18.12286,19.0720822,18.8245548,19.471038800000002,19.471038800000002,5
15,3.3145883,3.2035472,3.2630084,3.304741,3.437992,9.469191,9.277962,9.271909,9.484686,9.887417,6.354985,5.5140615,6.2666416,5.8985033,6.014517,19.138764300000002,17.995570700000002,18.801559,18.687930299999998,19.339926,19.339926,5
16,3.3131688,3.20302,3.2656994,3.3085976,3.4502802,9.457729,9.277508,9.273762,9.487812,9.908644,6.3437047,5.5118175,6.2654066,5.9022965,6.028029,19.1146025,17.9923455,18.804868,18.698706100000003,19.3869532,19.3869532,5
17,3.3094969,3.2036076,3.267083,3.313628,3.4620173,9.437556,9.279687,9.270464,9.490498,9.924942,6.325244,5.5085664,6.258847,5.903927,6.0367236,19.072296899999998,17.991861,18.796394,18.708053,19.4236829,19.4236829,5
18,3.2820463,3.1954224,3.2500648,3.3049924,3.4530678,9.340657,9.254463,9.211779,9.448194,9.8744755,6.2474985,5.4731236,6.210352,5.8653703,5.9930153,18.8702018,17.923009,18.6721958,18.6185567,19.3205586,19.3205586,5
19,3.237908,3.178134,3.2189367,3.2821298,3.4281611,9.19764,9.208209,9.117893,9.371612,9.784515,6.131342,5.4121647,6.13353,5.795574,5.914347,18.56689,17.798507700000002,18.470359700000003,18.4493158,19.127023100000002,19.127023100000002,5
20,3.1927564,3.1606348,3.186742,3.2593849,3.4029088,9.051108,9.161209,9.02087,9.2937975,9.692493,6.012011,5.349406,6.0535097,5.7239923,5.8332105,18.2558754,17.6712498,18.2611217,18.2771747,18.9286123,18.9286123,5
21,3.1466706,3.1324012,3.154697,3.2256625,3.3715537,8.908296,9.090585,8.928223,9.189855,9.58665,5.902656,5.2763543,5.9816628,5.6440053,5.7502646,17.9576226,17.499340500000002,18.0645828,18.0595228,18.7084683,18.7084683,5
22,3.1057012,3.0973601,3.124513,3.1866267,3.3321004,8.786199,9.002034,8.844676,9.078495,9.462328,5.815938,5.19759,5.921504,5.560969,5.661124,17.7078382,17.2969841,17.890693,17.8260907,18.4555524,18.4555524,5
23,3.0682867,3.0631542,3.0939357,3.1467562,3.286467,8.6772175,8.913044,8.762905,8.971566,9.324799,5.740795,5.118898,5.86423,5.4753876,5.5621595,17.486299199999998,17.0950962,17.7210707,17.5937098,18.1734255,18.1734255,5
24,3.0129828,3.0221076,3.0540843,3.089632,3.2160888,8.508326,8.792334,8.648301,8.813097,9.117858,5.6299314,5.024439,5.7904234,5.354248,5.4258094,17.1512402,16.8388806,17.492808699999998,17.256977,17.759756199999998,17.759756199999998,5
25,2.954054,2.9830482,3.0254416,3.0195417,3.149135,8.325008,8.676926,8.563066,8.6170635,8.915762,5.512983,4.940341,5.741751,5.2127414,5.2982264,16.792045,16.6003152,17.3302586,16.8493466,17.3631234,17.3631234,5
26,2.890336,2.938579,2.99388,2.945577,3.0781946,8.127589,8.546738,8.468691,8.4078865,8.7021675,5.387239,4.8467355,5.68815,5.0651402,5.163443,16.405164,16.3320525,17.150721,16.4186037,16.9438051,17.150721,3
27,2.8273447,2.8948803,2.9634047,2.873747,3.009082,7.9305267,8.417578,8.375613,8.201871,8.491244,5.261589,4.7535257,5.6351485,4.920227,5.0299683,16.0194604,16.065984,16.9741662,15.995845,16.5302943,16.9741662,3
28,2.7731655,2.846437,2.938253,2.8039484,2.942082,7.764293,8.281333,8.30569,8.011619,8.293389,5.161143,4.661662,5.598955,4.7835026,4.9059567,15.698601499999999,15.789432,16.842897999999998,15.59907,16.1414277,16.842897999999998,3
29,2.7405934,2.8000793,2.9235737,2.7414849,2.8843703,7.6664963,8.152387,8.273864,7.857043,8.132718,5.110531,4.5771008,5.5876594,4.66341,4.8064365,15.5176207,15.5295671,16.7850971,15.2619379,15.823524800000001,16.7850971,3
30,2.7095711,2.7311718,2.8921907,2.6671164,2.8210115,7.579218,7.968713,8.198902,7.6769886,7.9712043,5.072115,4.4593863,5.5450034,4.5280447,4.7055926,15.360904099999999,15.1592711,16.6360961,14.872149699999998,15.4978084,16.6360961,3
31,2.6323183,2.6206791,2.8143537,2.554028,2.6892338,7.315134,7.624586,7.953889,7.37993,7.590512,4.922859,4.230644,5.3965406,4.2990594,4.4508095,14.870311300000001,14.475909099999999,16.1647833,14.233017400000001,14.7305553,16.1647833,3
32,2.5701535,2.5406847,2.747803,2.4484594,2.5753198,7.1092224,7.375635,7.752779,7.1168127,7.2748566,4.7975354,4.0513363,5.263865,4.079772,4.228524,14.476911300000001,13.967655999999998,15.764447,13.6450441,14.078700399999999,15.764447,3
33,2.516281,2.4670217,2.692922,2.337994,2.4719412,6.945792,7.165728,7.585967,6.8598948,6.992046,4.7103057,3.9041455,5.1634154,3.8829644,4.0376225,14.1723787,13.5368952,15.4423044,13.080853200000002,13.5016097,15.4423044,3
34,2.4353898,2.363469,2.603324,2.2105362,2.3503256,6.702207,6.8634787,7.330722,6.554676,6.683132,4.5535274,3.698736,4.988343,3.63565,3.8149123,13.691124199999999,12.9256837,14.922389,12.4008622,12.8483699,14.922389,3
35,1.9927351,1.6755589,2.153068,1.8894882,1.8259336,5.5331273,5.127942,6.2422886,5.7469234,5.6251497,3.8899083,2.5820403,4.242564,3.0811324,3.1787288,11.4157707,9.385541199999999,12.6379206,10.717544,10.629812099999999,12.6379206,3
36,1.8696524,1.5424074,2.0093377,1.7705218,1.6942255,5.192975,4.7560964,5.8476562,5.4614863,5.3121405,3.638463,2.309651,3.9358907,2.8294904,2.9252498,10.7010904,8.6081548,11.7928846,10.061498499999999,9.9316158,11.7928846,3
37,1.7796811,1.4104254,1.8856983,1.6591742,1.557452,4.950524,4.393317,5.5113735,5.2026863,4.9729824,3.4767525,2.0744324,3.6885624,2.627836,2.689083,10.206957599999999,7.8781748,11.085634200000001,9.489696499999999,9.2195174,11.085634200000001,3
38,1.6606756,1.259728,1.7337254,1.5334561,1.4114186,4.6329265,3.989276,5.115431,4.9076014,4.6102934,3.2507083,1.8022574,3.380126,2.392859,2.4247086,9.5443104,7.0512614,10.2292824,8.833916499999999,8.4464206,10.2292824,3
39,1.5058057,1.0924239,1.5779275,1.3863959,1.2466501,4.223875,3.5482044,4.724451,4.557918,4.201914,2.9619584,1.5052202,3.0860133,2.1351426,2.1343956,8.6916391,6.1458485,9.388391799999999,8.0794565,7.5829597,9.388391799999999,3
40,1.3642493,0.93878603,1.4174684,1.2607948,1.0838681,3.84958,3.16235,4.3207407,4.25649,3.805598,2.6972194,1.2439371,2.7777784,1.917388,1.8432553,7.9110487,5.34507313,8.5159875,7.4346728,6.7327214,8.5159875,3
41,1.2542396,0.82714057,1.2886876,1.1788805,0.95938814,3.5680416,2.9014199,4.001197,4.0693836,3.5107298,2.4850817,1.0473909,2.5167966,1.7691126,1.6040676,7.307362899999999,4.77595137,7.806681200000001,7.0173767,6.07418554,7.806681200000001,3
42,1.1826956,0.7482363,1.1957986,1.1224598,0.8744575,3.3932712,2.7368052,3.7869272,3.951588,3.3239758,2.342039,0.9104433,2.3251421,1.6765175,1.4382467,6.9180057999999995,4.3954848,7.3078679,6.7505653,5.63668,7.3078679,3
